census_chapter,census_table,census_row,census_column,sector_desc,short_desc,commodity_desc,agg_level_desc,state_fips_code,state_alpha,state_name,county_code,county_name,domaincat_desc,value
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,23,ME,MAINE,,,,"62,239"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,24,MD,MARYLAND,,,,"29,339"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,25,MA,MASSACHUSETTS,,,,"19,014"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,26,MI,MICHIGAN,,,,"165,620"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,27,MN,MINNESOTA,,,,"212,474"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,28,MS,MISSISSIPPI,,,,"36,836"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,29,MO,MISSOURI,,,,"18,487"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,30,MT,MONTANA,,,,"11,752"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,31,NE,NEBRASKA,,,,"23,265"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,32,NV,NEVADA,,,,"3,199"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,33,NH,NEW HAMPSHIRE,,,,"3,695"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,34,NJ,NEW JERSEY,,,,"47,798"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,35,NM,NEW MEXICO,,,,"27,977"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,36,NY,NEW YORK,,,,"124,859"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,37,NC,NORTH CAROLINA,,,,"155,407"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,38,ND,NORTH DAKOTA,,,,"79,004"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,39,OH,OHIO,,,,"35,298"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,40,OK,OKLAHOMA,,,,"6,861"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,41,OR,OREGON,,,,"154,027"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,42,PA,PENNSYLVANIA,,,,"48,063"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,44,RI,RHODE ISLAND,,,,"2,237"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,45,SC,SOUTH CAROLINA,,,,"30,318"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,46,SD,SOUTH DAKOTA,,,,830
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,47,TN,TENNESSEE,,,,"27,689"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,48,TX,TEXAS,,,,"102,202"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,49,UT,UTAH,,,,"6,690"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,50,VT,VERMONT,,,,"3,453"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,51,VA,VIRGINIA,,,,"22,664"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,53,WA,WASHINGTON,,,,"325,634"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,54,WV,WEST VIRGINIA,,,,"2,651"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,55,WI,WISCONSIN,,,,"251,094"
1,1,122,1,CROPS,"VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED",VEGETABLE TOTALS,STATE,56,WY,WYOMING,,,,617
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,NATIONAL,99,US,US TOTAL,,,,"16,554"
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,1,AL,ALABAMA,,,,221
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,2,AK,ALASKA,,,,144
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,4,AZ,ARIZONA,,,,117
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,5,AR,ARKANSAS,,,,149
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,6,CA,CALIFORNIA,,,,507
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,8,CO,COLORADO,,,,301
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,9,CT,CONNECTICUT,,,,167
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,10,DE,DELAWARE,,,,25
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,12,FL,FLORIDA,,,,282
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,13,GA,GEORGIA,,,,317
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,15,HI,HAWAII,,,,30
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,16,ID,IDAHO,,,,684
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,17,IL,ILLINOIS,,,,227
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,18,IN,INDIANA,,,,268
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,19,IA,IOWA,,,,271
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,20,KS,KANSAS,,,,161
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,21,KY,KENTUCKY,,,,588
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,22,LA,LOUISIANA,,,,127
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,23,ME,MAINE,,,,537
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,24,MD,MARYLAND,,,,216
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,25,MA,MASSACHUSETTS,,,,274
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,26,MI,MICHIGAN,,,,761
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,27,MN,MINNESOTA,,,,577
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,28,MS,MISSISSIPPI,,,,191
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,29,MO,MISSOURI,,,,373
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,30,MT,MONTANA,,,,133
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,31,NE,NEBRASKA,,,,142
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,32,NV,NEVADA,,,,16
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,33,NH,NEW HAMPSHIRE,,,,154
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,34,NJ,NEW JERSEY,,,,173
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,35,NM,NEW MEXICO,,,,167
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,36,NY,NEW YORK,,,,953
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,37,NC,NORTH CAROLINA,,,,882
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,38,ND,NORTH DAKOTA,,,,190
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,39,OH,OHIO,,,,613
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,40,OK,OKLAHOMA,,,,138
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,41,OR,OREGON,,,,376
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,42,PA,PENNSYLVANIA,,,,"1,107"
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,44,RI,RHODE ISLAND,,,,50
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,45,SC,SOUTH CAROLINA,,,,224
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,46,SD,SOUTH DAKOTA,,,,54
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,47,TN,TENNESSEE,,,,431
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,48,TX,TEXAS,,,,470
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,49,UT,UTAH,,,,142
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,50,VT,VERMONT,,,,198
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,51,VA,VIRGINIA,,,,535
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,53,WA,WASHINGTON,,,,666
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,54,WV,WEST VIRGINIA,,,,476
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,55,WI,WISCONSIN,,,,717
1,1,123,1,CROPS,POTATOES - OPERATIONS WITH AREA HARVESTED,POTATOES,STATE,56,WY,WYOMING,,,,32
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,NATIONAL,99,US,US TOTAL,,,,"1,133,128"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,1,AL,ALABAMA,,,,942
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,2,AK,ALASKA,,,,541
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,4,AZ,ARIZONA,,,,"3,401"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,5,AR,ARKANSAS,,,,67
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,6,CA,CALIFORNIA,,,,"41,413"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,8,CO,COLORADO,,,,"58,072"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,9,CT,CONNECTICUT,,,,94
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,10,DE,DELAWARE,,,,"1,131"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,12,FL,FLORIDA,,,,"30,378"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,13,GA,GEORGIA,,,,"2,871"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,15,HI,HAWAII,,,,149
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,16,ID,IDAHO,,,,"335,042"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,17,IL,ILLINOIS,,,,"8,112"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,18,IN,INDIANA,,,,"8,647"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,19,IA,IOWA,,,,733
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,20,KS,KANSAS,,,,"3,848"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,21,KY,KENTUCKY,,,,258
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,22,LA,LOUISIANA,,,,81
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,23,ME,MAINE,,,,"50,211"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,24,MD,MARYLAND,,,,"2,561"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,25,MA,MASSACHUSETTS,,,,"3,640"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,26,MI,MICHIGAN,,,,"50,511"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,27,MN,MINNESOTA,,,,"46,278"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,28,MS,MISSISSIPPI,,,,441
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,29,MO,MISSOURI,,,,"8,553"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,30,MT,MONTANA,,,,"10,965"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,31,NE,NEBRASKA,,,,"20,176"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,32,NV,NEVADA,,,,(D)
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,33,NH,NEW HAMPSHIRE,,,,107
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,34,NJ,NEW JERSEY,,,,"1,977"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,35,NM,NEW MEXICO,,,,"5,634"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,36,NY,NEW YORK,,,,"15,315"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,37,NC,NORTH CAROLINA,,,,"13,867"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,38,ND,NORTH DAKOTA,,,,"77,614"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,39,OH,OHIO,,,,"2,111"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,40,OK,OKLAHOMA,,,,"2,193"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,41,OR,OREGON,,,,"46,300"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,42,PA,PENNSYLVANIA,,,,"7,643"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,44,RI,RHODE ISLAND,,,,624
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,45,SC,SOUTH CAROLINA,,,,(D)
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,46,SD,SOUTH DAKOTA,,,,97
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,47,TN,TENNESSEE,,,,276
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,48,TX,TEXAS,,,,"22,829"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,49,UT,UTAH,,,,569
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,50,VT,VERMONT,,,,248
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,51,VA,VIRGINIA,,,,"4,213"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,53,WA,WASHINGTON,,,,"167,801"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,54,WV,WEST VIRGINIA,,,,361
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,55,WI,WISCONSIN,,,,"70,110"
1,1,124,1,CROPS,POTATOES - ACRES HARVESTED,POTATOES,STATE,56,WY,WYOMING,,,,(D)
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,NATIONAL,99,US,US TOTAL,,,,"4,798"
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,1,AL,ALABAMA,,,,135
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,4,AZ,ARIZONA,,,,14
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,5,AR,ARKANSAS,,,,75
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,6,CA,CALIFORNIA,,,,260
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,8,CO,COLORADO,,,,8
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,9,CT,CONNECTICUT,,,,37
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,10,DE,DELAWARE,,,,12
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,12,FL,FLORIDA,,,,107
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,13,GA,GEORGIA,,,,145
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,15,HI,HAWAII,,,,90
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,17,IL,ILLINOIS,,,,77
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,18,IN,INDIANA,,,,83
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,19,IA,IOWA,,,,83
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,20,KS,KANSAS,,,,51
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,21,KY,KENTUCKY,,,,271
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,22,LA,LOUISIANA,,,,69
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,23,ME,MAINE,,,,34
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,24,MD,MARYLAND,,,,124
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,25,MA,MASSACHUSETTS,,,,63
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,26,MI,MICHIGAN,,,,70
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,27,MN,MINNESOTA,,,,82
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,28,MS,MISSISSIPPI,,,,172
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,29,MO,MISSOURI,,,,126
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,30,MT,MONTANA,,,,3
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,31,NE,NEBRASKA,,,,34
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,32,NV,NEVADA,,,,4
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,33,NH,NEW HAMPSHIRE,,,,20
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,34,NJ,NEW JERSEY,,,,103
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,35,NM,NEW MEXICO,,,,13
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,36,NY,NEW YORK,,,,129
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,37,NC,NORTH CAROLINA,,,,838
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,38,ND,NORTH DAKOTA,,,,3
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,39,OH,OHIO,,,,143
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,40,OK,OKLAHOMA,,,,27
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,41,OR,OREGON,,,,22
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,42,PA,PENNSYLVANIA,,,,259
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,44,RI,RHODE ISLAND,,,,11
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,45,SC,SOUTH CAROLINA,,,,198
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,46,SD,SOUTH DAKOTA,,,,9
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,47,TN,TENNESSEE,,,,194
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,48,TX,TEXAS,,,,75
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,49,UT,UTAH,,,,10
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,50,VT,VERMONT,,,,26
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,51,VA,VIRGINIA,,,,269
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,53,WA,WASHINGTON,,,,17
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,54,WV,WEST VIRGINIA,,,,59
1,1,125,1,CROPS,SWEET POTATOES - OPERATIONS WITH AREA HARVESTED,SWEET POTATOES,STATE,55,WI,WISCONSIN,,,,144
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,NATIONAL,99,US,US TOTAL,,,,"172,983"
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,1,AL,ALABAMA,,,,"2,178"
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,4,AZ,ARIZONA,,,,4
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,5,AR,ARKANSAS,,,,"4,598"
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,6,CA,CALIFORNIA,,,,"21,565"
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,8,CO,COLORADO,,,,4
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,9,CT,CONNECTICUT,,,,28
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,10,DE,DELAWARE,,,,82
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,12,FL,FLORIDA,,,,"5,678"
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,13,GA,GEORGIA,,,,800
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,15,HI,HAWAII,,,,876
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,17,IL,ILLINOIS,,,,44
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,18,IN,INDIANA,,,,21
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,19,IA,IOWA,,,,21
1,1,126,1,CROPS,SWEET POTATOES - ACRES HARVESTED,SWEET POTATOES,STATE,20,KS,KANSAS,,,,27
